Country Code,Country Name,Year,Health Expenditure,Life Expectancy,Number of Records
JPN,Japan,2008,2852.8629,82.587560976,1
JPN,Japan,2009,2998.5676,82.931463415,1
JPN,Japan,2010,3204.9489,82.842682927,1
JPN,Japan,2011,3799.1178,82.591219512,1
JPN,Japan,2012,4016.7772,83.096097561,1
JPN,Japan,2013,4151.7546,83.331951220,1
JPN,Japan,2014,4152.3727,83.587804878,1
KOR,"Korea, Rep.",1970,16.1934,62.035853659,1
KOR,"Korea, Rep.",1971,16.0407,62.443658537,1
KOR,"Korea, Rep.",1972,16.0358,62.841463415,1
KOR,"Korea, Rep.",1973,16.3623,63.229512195,1
KOR,"Korea, Rep.",1974,16.6344,63.597560976,1
KOR,"Korea, Rep.",1975,28.8199,63.955853659,1
KOR,"Korea, Rep.",1976,34.0852,64.304146341,1
KOR,"Korea, Rep.",1977,37.9691,64.647560976,1
KOR,"Korea, Rep.",1978,48.0566,64.976097561,1
KOR,"Korea, Rep.",1979,72.2968,65.294634146,1
KOR,"Korea, Rep.",1980,83.6991,65.809268293,1
KOR,"Korea, Rep.",1981,100.321,66.309268293,1
KOR,"Korea, Rep.",1982,112.2503,66.784146341,1
KOR,"Korea, Rep.",1983,126.2749,67.239268293,1
KOR,"Korea, Rep.",1984,135.5984,67.903414634,1
KOR,"Korea, Rep.",1985,151.0003,68.532926829,1
KOR,"Korea, Rep.",1986,163.2956,69.183658537,1
KOR,"Korea, Rep.",1987,181.6437,69.809268293,1
KOR,"Korea, Rep.",1988,217.35,70.339268293,1
KOR,"Korea, Rep.",1989,274.2709,70.859512195,1
KOR,"Korea, Rep.",1990,304.9462,71.299756098,1
KOR,"Korea, Rep.",1991,329.3832,71.730243902,1
KOR,"Korea, Rep.",1992,366.4309,72.200487805,1
KOR,"Korea, Rep.",1993,387.3435,72.681951220,1
KOR,"Korea, Rep.",1994,407.2591,73.043170732,1
KOR,"Korea, Rep.",1995,457.9495,73.394390244,1
KOR,"Korea, Rep.",1996,523.5899,73.831219512,1
KOR,"Korea, Rep.",1997,556.243,74.247804878,1
KOR,"Korea, Rep.",1998,547.8676,74.680243902,1
KOR,"Korea, Rep.",1999,647.5179,75.373414634,1
KOR,"Korea, Rep.",2000,724.0871,75.835365854,1
KOR,"Korea, Rep.",2001,862.3864,76.341951220,1
KOR,"Korea, Rep.",2002,904.2233,76.839024390,1
KOR,"Korea, Rep.",2003,997.689,77.250243902,1
KOR,"Korea, Rep.",2004,1081.4534,77.846585366,1
KOR,"Korea, Rep.",2005,1220.0809,78.432682927,1
KOR,"Korea, Rep.",2006,1406.6213,78.969268293,1
KOR,"Korea, Rep.",2007,1566.6353,79.349512195,1
KOR,"Korea, Rep.",2008,1662.9686,79.832682927,1
KOR,"Korea, Rep.",2009,1791.2895,80.297317073,1
KOR,"Korea, Rep.",2010,1951.3258,80.551219512,1
KOR,"Korea, Rep.",2011,2029.6636,80.967073171,1
KOR,"Korea, Rep.",2012,2131.9334,81.213414634,1
KOR,"Korea, Rep.",2013,2224.6293,81.705121951,1
KOR,"Korea, Rep.",2014,2361.44,82.155853659,1
LUX,Luxembourg,1995,2282.8814,76.512195122,1
LUX,Luxembourg,1996,2394.4814,76.519512195,1
LUX,Luxembourg,1997,2402.6437,76.880487805,1
LUX,Luxembourg,1998,2574.1903,77.017073171,1
LUX,Luxembourg,1999,2983.2628,77.770731707,1
LUX,Luxembourg,2000,3466.2675,77.873170732,1
LUX,Luxembourg,2001,3792.6746,77.824390244,1
LUX,Luxembourg,2002,4223.3167,77.965853659,1
LUX,Luxembourg,2003,4478.8393,77.726829268,1
LUX,Luxembourg,2004,5059.9115,79.121951220,1
LUX,Luxembourg,2005,5090.3667,79.431707317,1
LUX,Luxembourg,2006,5512.8935,79.287804878,1
LUX,Luxembourg,2007,5500.6005,79.382926829,1
LUX,Luxembourg,2008,5938.8079,80.539024390,1
LUX,Luxembourg,2009,6355.5453,80.636585366,1
LUX,Luxembourg,2010,6401.8972,80.631707317,1
LUX,Luxembourg,2011,6040.591,80.987804878,1
LUX,Luxembourg,2012,6423.1651,81.392682927,1
LUX,Luxembourg,2013,6629.0284,81.8,1
LUX,Luxembourg,2014,6682.237,82.207317073,1
LVA,Latvia,1995,316.1527,66.391219512,1
LVA,Latvia,1996,357.0531,68.776585366,1
LVA,Latvia,1997,407.9162,69.349268293,1
LVA,Latvia,1998,443.0138,69.012195122,1
LVA,Latvia,1999,476.6602,69.742926829,1
LVA,Latvia,2000,480.353,70.314634146,1
LVA,Latvia,2001,548.44,70.760975610,1
LVA,Latvia,2002,622.1728,70.960975610,1
LVA,Latvia,2003,662.9195,71.265853659,1
LVA,Latvia,2004,780.0993,72.026829268,1
LVA,Latvia,2005,828.3765,71.356097561,1
LVA,Latvia,2006,954.2433,70.865853659,1
LVA,Latvia,2007,1099.1831,71.019512195,1
LVA,Latvia,2008,1119.7091,72.419512195,1
LVA,Latvia,2009,1049.1766,73.080487805,1
LVA,Latvia,2010,1071.4247,73.482926829,1
LVA,Latvia,2011,1086.9471,73.575609756,1
LVA,Latvia,2012,1148.7918,73.778048780,1
LVA,Latvia,2013,1219.4164,73.982926829,1
LVA,Latvia,2014,1295.0128,74.187804878,1
MEX,Mexico,1990,285.7207,70.795731707,1
MEX,Mexico,1991,325.5643,71.190975610,1
MEX,Mexico,1992,364.261,71.585829268,1
MEX,Mexico,1993,387.8606,71.977829268,1
MEX,Mexico,1994,407.6407,72.363853659,1
MEX,Mexico,1995,374.6792,72.739780488,1
MEX,Mexico,1996,359.1931,73.098902439,1
MEX,Mexico,1997,395.1057,73.437146341,1
MEX,Mexico,1998,421.4756,73.751414634,1
MEX,Mexico,1999,449.0194,74.039243902,1
MEX,Mexico,2000,484.3868,74.299731707,1
MEX,Mexico,2001,529.2534,74.533487805,1
MEX,Mexico,2002,557.88,74.744707317,1
MEX,Mexico,2003,642.5906,74.937512195,1
MEX,Mexico,2004,691.8534,75.115487805,1
MEX,Mexico,2005,730.8158,75.282097561,1
MEX,Mexico,2006,771.7252,75.438780488,1
MEX,Mexico,2007,822.3672,75.587926829,1
MEX,Mexico,2008,846.8494,75.732463415,1
MEX,Mexico,2009,889.1632,75.877414634,1
MEX,Mexico,2010,911.3509,76.026780488,1
MEX,Mexico,2011,942.4717,76.185658537,1
MEX,Mexico,2012,1005.8945,76.354097561,1
MEX,Mexico,2013,1021.2599,76.532658537,1
MEX,Mexico,2014,1035.3389,76.721853659,1
NLD,Netherlands,1972,281.4789,73.727073171,1
NLD,Netherlands,1973,313.6346,74.143902439,1
NLD,Netherlands,1974,365.8162,74.536829268,1
NLD,Netherlands,1975,419.7165,74.498780488,1
NLD,Netherlands,1976,455.6937,74.647073171,1
NLD,Netherlands,1977,497.4076,75.221463415,1
NLD,Netherlands,1978,551.5421,75.145121951,1
NLD,Netherlands,1979,620.2936,75.606097561,1
NLD,Netherlands,1980,698.4237,75.743170732,1
NLD,Netherlands,1981,762.9227,75.934390244,1
NLD,Netherlands,1982,823.657,75.988536585,1
NLD,Netherlands,1983,870.5367,76.164146341,1
NLD,Netherlands,1984,888.2889,76.233170732,1
NLD,Netherlands,1985,934.4091,76.284634146,1
NLD,Netherlands,1986,987.2535,76.270487805,1
NLD,Netherlands,1987,1042.1446,76.705121951,1
NLD,Netherlands,1988,1096.7847,76.890243902,1
NLD,Netherlands,1989,1212.3951,76.734146341,1
NLD,Netherlands,1990,1330.9081,76.878048780,1
NLD,Netherlands,1991,1433.0591,77,1
NLD,Netherlands,1992,1522.2756,77.217073171,1
NLD,Netherlands,1993,1588.271,76.916585366,1
NLD,Netherlands,1994,1634.1205,77.375121951,1
NLD,Netherlands,1995,1691.0385,77.404634146,1
NLD,Netherlands,1996,1758.7704,77.435609756,1
NLD,Netherlands,1997,1822.439,77.794390244,1
NLD,Netherlands,1998,1961.6286,77.882926829,1
NLD,Netherlands,1999,2076.1574,77.836585366,1
NLD,Netherlands,2000,2224.7504,77.987804878,1
NLD,Netherlands,2001,2441.0229,78.190243902,1
NLD,Netherlands,2002,2700.5099,78.292682927,1
NLD,Netherlands,2003,2853.4358,78.492682927,1
NLD,Netherlands,2004,3016.6645,79.095121951,1
NLD,Netherlands,2005,3510.9048,79.346341463,1
NLD,Netherlands,2006,3797.2679,79.697560976,1
NLD,Netherlands,2007,4066.1338,80.097560976,1
NLD,Netherlands,2008,4398.2743,80.251219512,1
NLD,Netherlands,2009,4550.4651,80.548780488,1
NLD,Netherlands,2010,4671.0098,80.702439024,1
NLD,Netherlands,2011,4862.459,81.204878049,1
NLD,Netherlands,2012,5044.2654,81.104878049,1
NLD,Netherlands,2013,5250.3058,81.304878049,1
NLD,Netherlands,2014,5276.6003,81.304878049,1
NOR,Norway,1970,133.1736,74.088048780,1
NOR,Norway,1971,156.7782,74.179268293,1
NOR,Norway,1972,185.9515,74.344634146,1
NOR,Norway,1973,210.1582,74.442195122,1
NOR,Norway,1974,236.5434,74.753658537,1
NOR,Norway,1975,292.6418,74.817560976,1
NOR,Norway,1976,333.3121,75.039512195,1
NOR,Norway,1977,382.545,75.386829268,1
NOR,Norway,1978,465.2548,75.418536585,1
NOR,Norway,1979,478.8375,75.413902439,1
NOR,Norway,1980,528.5853,75.671707317,1
NOR,Norway,1981,588.4691,75.869024390,1
NOR,Norway,1982,647.0286,76.010975610,1
NOR,Norway,1983,719.5041,76.066829268,1
NOR,Norway,1984,741.4723,76.224390244,1
NOR,Norway,1985,805.0504,75.916829268,1
NOR,Norway,1986,919.871,76.241219512,1
NOR,Norway,1987,993.5674,76.081707317,1
NOR,Norway,1988,1042.9272,76.220487805,1
NOR,Norway,1989,1060.1685,76.500487805,1
NOR,Norway,1990,1291.4821,76.537317073,1
NOR,Norway,1991,1422.3816,76.980731707,1
NOR,Norway,1992,1528.9346,77.184390244,1
NOR,Norway,1993,1574.586,77.151707317,1
NOR,Norway,1994,1659.9261,77.689756098,1
NOR,Norway,1995,1750.8758,77.736585366,1
NOR,Norway,1996,1910.4081,78.150487805,1
NOR,Norway,1997,2204.6489,78.142682927,1
NOR,Norway,1998,2354.4211,78.329268293,1
NOR,Norway,1999,2565.0829,78.282926829,1
NOR,Norway,2000,2836.1297,78.634146341,1
NOR,Norway,2001,3030.9077,78.785365854,1
NOR,Norway,2002,3398.0379,78.987804878,1
NOR,Norway,2003,3595.0564,79.390243902,1
NOR,Norway,2004,3811.3917,79.841463415,1
NOR,Norway,2005,4029.4379,80.041463415,1
NOR,Norway,2006,4329.4071,80.343902439,1
NOR,Norway,2007,4578.0888,80.395121951,1
NOR,Norway,2008,4973.2861,80.592682927,1
NOR,Norway,2009,5094.2532,80.795121951,1
NOR,Norway,2010,5240.4165,80.997560976,1
NOR,Norway,2011,5515.1289,81.295121951,1
NOR,Norway,2012,5738.4827,81.451219512,1
NOR,Norway,2013,5966.6373,81.751219512,1
NOR,Norway,2014,6080.998,81.751219512,1
NZL,New Zealand,1970,198.5489,71.273170732,1
NZL,New Zealand,1971,214.7995,71.773170732,1
NZL,New Zealand,1972,235.2392,71.829268293,1
NZL,New Zealand,1973,265.7134,71.668292683,1
NZL,New Zealand,1974,333.7933,71.924390244,1
NZL,New Zealand,1975,402.8334,72.219512195,1
NZL,New Zealand,1976,391.3625,72.421951220,1
NZL,New Zealand,1977,404.3243,72.168292683,1
NZL,New Zealand,1978,482.4218,73.019512195,1
NZL,New Zealand,1979,480.5465,73.068292683,1
NZL,New Zealand,1980,482.2414,72.829268293,1
NZL,New Zealand,1981,534.0187,73.621951220,1
NZL,New Zealand,1982,595.1715,73.724390244,1
NZL,New Zealand,1983,624.2208,73.775609756,1
NZL,New Zealand,1984,647.7618,74.370731707,1
NZL,New Zealand,1985,611.4766,73.829268293,1
NZL,New Zealand,1986,660.9666,74.121951220,1
NZL,New Zealand,1987,741.3847,74.178048780,1
NZL,New Zealand,1988,836.1422,74.424390244,1
NZL,New Zealand,1989,894.4636,74.824390244,1
NZL,New Zealand,1990,972.917,75.378048780,1
NZL,New Zealand,1991,1033.6659,76.031707317,1
NZL,New Zealand,1992,1077.7332,76.124390244,1
NZL,New Zealand,1993,1105.3212,76.434146341,1
NZL,New Zealand,1994,1185.3952,76.882926829,1
NZL,New Zealand,1995,1243.0449,76.734146341,1
NZL,New Zealand,1996,1272.288,76.787804878,1
NZL,New Zealand,1997,1358.0977,77.334146341,1
NZL,New Zealand,1998,1451.6511,78.085365854,1
NZL,New Zealand,1999,1522.3195,77.890243902,1
NZL,New Zealand,2000,1607.0072,78.636585366,1
NZL,New Zealand,2001,1705.2852,78.692682927,1
NZL,New Zealand,2002,1841.3031,78.846341463,1
NZL,New Zealand,2003,1849.9565,79.146341463,1
NZL,New Zealand,2004,1981.8474,79.548780488,1
NZL,New Zealand,2005,2124.3824,79.851219512,1
NZL,New Zealand,2006,2394.4802,80.048780488,1
NZL,New Zealand,2007,2444.5154,80.151219512,1
NZL,New Zealand,2008,2729.96,80.351219512,1
NZL,New Zealand,2009,2970.2107,80.702439024,1
NZL,New Zealand,2010,3020.3961,80.702439024,1
NZL,New Zealand,2011,3130.8058,80.904878049,1
NZL,New Zealand,2012,3199.4632,81.156097561,1
NZL,New Zealand,2013,3486.433,81.407317073,1
NZL,New Zealand,2014,3537.2568,81.404878049,1
POL,Poland,1990,264.8838,70.890243902,1
POL,Poland,1991,280.6377,70.587804878,1
POL,Poland,1992,307.2336,71.090243902,1
POL,Poland,1993,331.9318,71.595121951,1
POL,Poland,1994,348.0157,71.695121951,1
POL,Poland,1995,373.2969,71.892682927,1
POL,Poland,1996,430.5564,72.246341463,1
POL,Poland,1997,453.8275,72.646341463,1
POL,Poland,1998,475.168,72.997560976,1
POL,Poland,1999,547.0443,73.043902439,1
POL,Poland,2000,562.0242,73.748780488,1
POL,Poland,2001,622.7935,74.2,1
POL,Poland,2002,704.7175,74.497560976,1
POL,Poland,2003,718.1629,74.597560976,1
POL,Poland,2004,770.5865,74.846341463,1
POL,Poland,2005,806.3174,74.995121951,1
POL,Poland,2006,882.2359,75.143902439,1
POL,Poland,2007,992.6475,75.243902439,1
POL,Poland,2008,1158.0342,75.543902439,1
POL,Poland,2009,1270.2808,75.695121951,1
POL,Poland,2010,1340.7184,76.246341463,1
POL,Poland,2011,1404.1005,76.695121951,1
POL,Poland,2012,1463.748,76.746341463,1
POL,Poland,2013,1580.371,77,1
POL,Poland,2014,1624.8655,77.253658537,1
PRT,Portugal,1970,45.35,67.073170732,1
PRT,Portugal,1971,54.6689,66.770731707,1
PRT,Portugal,1972,76.1216,68.324390244,1
PRT,Portugal,1973,96.4832,67.524390244,1
PRT,Portugal,1974,112.1765,68.019512195,1
PRT,Portugal,1975,154.4927,68.309756098,1
PRT,Portugal,1976,163.886,68.860975610,1
PRT,Portugal,1977,162.3001,70.012195122,1
PRT,Portugal,1978,182.1873,70.317073171,1
PRT,Portugal,1979,200.3286,71.168292683,1
PRT,Portugal,1980,264.2319,71.214634146,1
PRT,Portugal,1981,305.3306,71.614634146,1
PRT,Portugal,1982,333.1386,72.414634146,1
PRT,Portugal,1983,326.4657,72.265853659,1
PRT,Portugal,1984,339.0358,72.514634146,1
PRT,Portugal,1985,389.0126,72.814634146,1
PRT,Portugal,1986,456.3351,73.265853659,1
PRT,Portugal,1987,484.2448,73.665853659,1
PRT,Portugal,1988,561.7408,73.714634146,1
PRT,Portugal,1989,573.3407,74.265853659,1
PRT,Portugal,1990,616.9194,73.965853659,1
PRT,Portugal,1991,730.1072,74.014634146,1
PRT,Portugal,1992,773.8947,74.312195122,1
PRT,Portugal,1993,808.5116,74.512195122,1
PRT,Portugal,1994,828.1529,74.914634146,1
PRT,Portugal,1995,984.1816,75.312195122,1
PRT,Portugal,1996,1056.8077,75.260975610,1
PRT,Portugal,1997,1115.4084,75.412195122,1
PRT,Portugal,1998,1166.5307,75.712195122,1
PRT,Portugal,1999,1280.6509,75.963414634,1
PRT,Portugal,2000,1494.6821,76.314634146,1
PRT,Portugal,2001,1562.2151,76.814634146,1
PRT,Portugal,2002,1654.4182,77.065853659,1
PRT,Portugal,2003,1764.6203,77.219512195,1
PRT,Portugal,2004,1886.7594,77.670731707,1
PRT,Portugal,2005,2082.2039,78.070731707,1
PRT,Portugal,2006,2181.0053,78.419512195,1
PRT,Portugal,2007,2286.5402,78.321951220,1
PRT,Portugal,2008,2440.611,78.524390244,1
PRT,Portugal,2009,2589.1595,78.726829268,1
PRT,Portugal,2010,2645.6631,79.026829268,1
PRT,Portugal,2011,2566.9707,80.470731707,1
PRT,Portugal,2012,2535.7284,80.373170732,1
PRT,Portugal,2013,2538.7046,80.721951220,1
PRT,Portugal,2014,2583.8438,80.721951220,1
SVK,Slovak Republic,1997,562.9105,72.704878049,1
SVK,Slovak Republic,1998,583.252,72.551219512,1
SVK,Slovak Republic,1999,585.457,72.902439024,1
SVK,Slovak Republic,2000,592.8044,73.051219512,1
SVK,Slovak Republic,2001,653.456,73.402439024,1
SVK,Slovak Republic,2002,724.7334,73.604878049,1
SVK,Slovak Republic,2003,759.0556,73.604878049,1
SVK,Slovak Republic,2004,971.2235,73.958536585,1
SVK,Slovak Republic,2005,1093.9081,73.904878049,1
SVK,Slovak Republic,2006,1294.5212,74.204878049,1
SVK,Slovak Republic,2007,1545.5981,74.207317073,1
SVK,Slovak Republic,2008,1665.2449,74.704878049,1
SVK,Slovak Republic,2009,1849.6847,74.909756098,1
SVK,Slovak Republic,2010,1917.8972,75.112195122,1
SVK,Slovak Republic,2011,1871.8732,75.958536585,1
SVK,Slovak Republic,2012,1999.5644,76.109756098,1
SVK,Slovak Republic,2013,2073.0478,76.412195122,1
SVK,Slovak Republic,2014,1970.523,76.714634146,1
SVN,Slovenia,1995,970.6971,73.958536585,1
SVN,Slovenia,1996,1055.5687,74.458536585,1
SVN,Slovenia,1997,1149.7902,74.707317073,1
SVN,Slovenia,1998,1224.4156,74.807317073,1
SVN,Slovenia,1999,1303.4448,75.009756098,1
SVN,Slovenia,2000,1451.1511,75.412195122,1
SVN,Slovenia,2001,1581.6287,75.758536585,1
SVN,Slovenia,2002,1609.4541,76.007317073,1
SVN,Slovenia,2003,1692.7708,76.858536585,1
SVN,Slovenia,2004,1798.5475,77.207317073,1
SVN,Slovenia,2005,1902.6718,77.612195122,1
SVN,Slovenia,2006,2018.3504,78.086585366,1
SVN,Slovenia,2007,2074.3104,78.560975610,1
SVN,Slovenia,2008,2323.2728,78.765853659,1
SVN,Slovenia,2009,2355.0227,78.970731707,1
SVN,Slovenia,2010,2363.6692,79.421951220,1
SVN,Slovenia,2011,2435.0835,79.970731707,1
SVN,Slovenia,2012,2486.6141,80.124390244,1
SVN,Slovenia,2013,2548.6819,80.321951220,1
SVN,Slovenia,2014,2598.9066,80.519512195,1
SWE,Sweden,1970,266.0831,74.649268293,1
SWE,Sweden,1971,302.6247,74.623902439,1
SWE,Sweden,1972,327.5264,74.718048780,1
SWE,Sweden,1973,356.8408,74.867317073,1
SWE,Sweden,1974,416.1785,74.980487805,1
SWE,Sweden,1975,485.6318,74.984634146,1
SWE,Sweden,1976,538.2929,74.969268293,1
SWE,Sweden,1977,622.7401,75.379756098,1
SWE,Sweden,1978,680.4523,75.469024390,1
SWE,Sweden,1979,752.2703,75.524146341,1
SWE,Sweden,1980,866.5531,75.740975610,1
SWE,Sweden,1981,963.2356,76.026097561,1
SWE,Sweden,1982,1046.4884,76.327317073,1
SWE,Sweden,1983,1095.6925,76.551707317,1
SWE,Sweden,1984,1152.9266,76.815853659,1
SWE,Sweden,1985,1151.9123,76.667804878,1
SWE,Sweden,1986,1166.1314,76.931219512,1
SWE,Sweden,1987,1245.4541,77.092195122,1
SWE,Sweden,1988,1300.728,76.979268293,1
SWE,Sweden,1989,1389.4044,77.726829268,1
SWE,Sweden,1990,1456.7809,77.536829268,1
SWE,Sweden,1991,1475.3174,77.666829268,1
SWE,Sweden,1992,1541.0065,77.998780488,1
SWE,Sweden,1993,1585.7975,78.060487805,1
SWE,Sweden,1994,1588.781,78.650243902,1
SWE,Sweden,1995,1659.0003,78.740487805,1
SWE,Sweden,1996,1768.8161,78.959024390,1
SWE,Sweden,1997,1793.1756,79.197560976,1
SWE,Sweden,1998,1891.2871,79.339024390,1
SWE,Sweden,1999,2015.6244,79.441463415,1
SWE,Sweden,2000,2177.5321,79.643902439,1
SWE,Sweden,2001,2395.6745,79.795121951,1
SWE,Sweden,2002,2574.7376,79.846341463,1
SWE,Sweden,2003,2713.9253,80.095121951,1
SWE,Sweden,2004,2830.3305,80.497560976,1
SWE,Sweden,2005,2841.8221,80.546341463,1
SWE,Sweden,2006,3066.2039,80.748780488,1
SWE,Sweden,2007,3274.849,80.9,1
SWE,Sweden,2008,3481.5901,81.1,1
SWE,Sweden,2009,3547.1337,81.351219512,1
SWE,Sweden,2010,3543.5822,81.451219512,1
SWE,Sweden,2011,4667.6964,81.802439024,1
SWE,Sweden,2012,4860.2524,81.704878049,1
SWE,Sweden,2013,5003.1323,81.956097561,1
SWE,Sweden,2014,5065.1613,81.956097561,1
TUR,Turkey,1975,45.5623,55.385219512,1
TUR,Turkey,1976,40.9581,56.049756098,1
TUR,Turkey,1977,51.5739,56.718682927,1
TUR,Turkey,1978,61.9462,57.385,1
TUR,Turkey,1979,64.6638,58.044268293,1
TUR,Turkey,1980,69.4238,58.691585366,1
TUR,Turkey,1981,85.3679,59.326121951,1
TUR,Turkey,1982,76.3853,59.946463415,1
TUR,Turkey,1983,83.6714,60.552658537,1
TUR,Turkey,1984,86.4412,61.143195122,1
TUR,Turkey,1985,64.0561,61.714439024,1
TUR,Turkey,1986,84.4765,62.262268293,1
TUR,Turkey,1987,95.7156,62.787512195,1
TUR,Turkey,1988,108.3045,63.294536585,1
TUR,Turkey,1989,120.8851,63.790317073,1
TUR,Turkey,1990,144.1129,64.282341463,1
TUR,Turkey,1991,167.3948,64.783097561,1
TUR,Turkey,1992,175.4861,65.300219512,1
TUR,Turkey,1993,186.8433,65.837902439,1
TUR,Turkey,1994,172.3677,66.398731707,1
TUR,Turkey,1995,172.7806,66.981926829,1
TUR,Turkey,1996,214.7436,67.586219512,1
TUR,Turkey,1997,249.5353,68.199682927,1
TUR,Turkey,1998,294.7179,68.812268293,1
TUR,Turkey,1999,357.0304,69.415390244,1
TUR,Turkey,2000,423.9505,69.999341463,1
TUR,Turkey,2001,433.5375,70.555804878,1
TUR,Turkey,2002,453.351,71.081975610,1
TUR,Turkey,2003,459.0445,71.574195122,1
TUR,Turkey,2004,521.3,72.029878049,1
TUR,Turkey,2005,585.6594,72.448121951,1
TUR,Turkey,2006,697.3519,72.828585366,1
TUR,Turkey,2007,766.8245,73.177073171,1
TUR,Turkey,2008,827.3149,73.500756098,1
TUR,Turkey,2009,841.2871,73.803219512,1
TUR,Turkey,2010,852.6704,74.090926829,1
TUR,Turkey,2011,887.9525,74.367341463,1
TUR,Turkey,2012,911.293,74.636804878,1
TUR,Turkey,2013,969.3608,74.900707317,1
TUR,Turkey,2014,990.1908,75.163512195,1
USA,United States,1970,326.9704,70.807317073,1
USA,United States,1971,357.983,71.107317073,1
USA,United States,1972,397.1014,71.156097561,1
USA,United States,1973,439.3022,71.356097561,1
USA,United States,1974,495.123,71.956097561,1
USA,United States,1975,560.7455,72.604878049,1
USA,United States,1976,638.8557,72.856097561,1
USA,United States,1977,726.2369,73.256097561,1
USA,United States,1978,808.8881,73.356097561,1
USA,United States,1979,908.9625,73.804878049,1
USA,United States,1980,1036.3091,73.609756098,1
USA,United States,1981,1191.5418,74.009756098,1
USA,United States,1982,1329.6731,74.360975610,1
USA,United States,1983,1451.9445,74.463414634,1
USA,United States,1984,1590.6675,74.563414634,1
USA,United States,1985,1735.1606,74.563414634,1
USA,United States,1986,1847.7769,74.614634146,1
USA,United States,1987,1990.545,74.765853659,1
USA,United States,1988,2210.6963,74.765853659,1
USA,United States,1989,2440.0611,75.017073171,1
USA,United States,1990,2700.3541,75.214634146,1
USA,United States,1991,2915.9548,75.365853659,1
USA,United States,1992,3113.8468,75.617073171,1
USA,United States,1993,3299.9756,75.419512195,1
USA,United States,1994,3441.9579,75.619512195,1
USA,United States,1995,3598.3956,75.621951220,1
USA,United States,1996,3747.6148,76.026829268,1
USA,United States,1997,3906.5102,76.429268293,1
USA,United States,1998,4084.8368,76.580487805,1
USA,United States,1999,4291.5721,76.582926829,1
USA,United States,2000,4558.9524,76.636585366,1
USA,United States,2001,4910.6156,76.836585366,1
USA,United States,2002,5327.8052,76.936585366,1
USA,United States,2003,5737.4608,77.036585366,1
USA,United States,2004,6096.5355,77.487804878,1
USA,United States,2005,6445.7053,77.487804878,1
USA,United States,2006,6809.4762,77.687804878,1
USA,United States,2007,7163.1718,77.987804878,1
USA,United States,2008,7414.0435,78.039024390,1
USA,United States,2009,7684.7611,78.390243902,1
USA,United States,2010,7929.372,78.541463415,1
USA,United States,2011,8171.0784,78.641463415,1
USA,United States,2012,8422.99,78.741463415,1
USA,United States,2013,8617.4287,78.841463415,1
USA,United States,2014,9024.2064,78.941463415,1
